"LACLEDE MO - SMITHFIELD GRAIN - Soybeans Basis"
"Week
","2019
"
1,
2,
3,
4,
5,
6,
7,
8,
9,-0.8475
10,-0.8475
11,-0.845
12,-0.8225
13,
14,-0.75
15,-0.7525
16,-0.7025
17,-0.6475
18,-0.655
19,-0.605
20,-0.6
21,-0.6
22,-0.605
23,-0.595
24,-0.5975
25,
26,
27,
28,
29,-0.6975
30,-0.6975
31,-0.7
32,-0.6975
33,
34,
35,
36,
37,
38,
39,
40,
41,
42,
43,
44,
45,
46,
47,
48,
