"GLASGOW MO - MFA - Soybeans Basis"
"Week
","2016
","2015
","2014
"
1,,,0.0000
2,,,-0.0025
3,,,0.0100
4,,,-0.045
5,,,
6,,,
7,,,
8,,,
9,,,
10,,,
11,,,
12,,,
13,,,
14,,,
15,,,
16,,,
17,,,
18,,,
19,,,
20,,,
21,,,
22,,,
23,,,
24,,,
25,,,
26,,,
27,,,
28,,,
29,-0.6,,
30,-0.6,,
31,-0.5975,,
32,-0.5975,,
33,,-0.34,
34,,-0.2475,
35,,-0.2475,
36,,,
37,,-0.2525,
38,,-0.2275,
39,,-0.195,
40,,-0.1975,
41,,,
42,,,
43,,,
44,,,
45,,,-0.3925
46,,,-0.4
47,,,-0.4
48,,,-0.43
